Firstnames,Lastnames,Fathername,Mothername,Gender
GULSIME 311,ERGENEKON 836,HASBI 2545,GOKNUR 2042,F
BEYTI 586,KARAKUZU 5010,ARSLAN 13039,GEVHER 1045,M
ESIN 22415,IZMIR 1580,SAFAK 7392,ALIN 185,F
GUZEL 1046,UZUNER 6657,EMIN 120603,MEZIYET 1641,M
PERUZAT 155,KULALI 657,FAHREDDIN 1162,ASLI 41513,F
ISMAIL 417625,AYDIN 358850,OCAL 1117,HULYA 171127,M
SARA 6809,CANTEKIN 1433,BESTAMI 2748,ZEKIYA 162,F
SADEGUL 2482,SASKIN 1294,EMIN 120603,FERAL 138,F
SEBAHI 116,ERIKLI 1932,BUNYAMI 1298,NAIMA 240,M
SAHBETTIN 297,DIRI 3359,SIH 1656,TEFIDE 571,M
OYLUM 374,KUP 886,ALICAN 6095,SENIYE 3777,F
CEMAYNUR 499,KARAKECI 956,HAYRETTIN 36619,BIRCAN 13508,F
FAZILA 362,CAFEROGLU 876,TAYYAR 5071,CAVIDE 3407,F
GUNUL 166,OTUR 673,ZABIT 1671,FIRDEVIS 475,F
TUGKAN 108,ILGEN 1845,UMIT 72587,HUSNU 224,M
LATIFE 20083,YALCINTAS 1569,SUAYIP 6892,KEBIZ 184,F
EMRE 1159,NALCACI 1146,FURKAN 7157,ERCIN 117,F
LADIFE 148,ASLANCAN 648,UMIT 72587,HUSNE 25167,F
KUTLAY 877,YESILDAG 6120,SELCUK 51702,GOGERCIN 1443,M
KALBIYE 555,SARISU 973,UMIT 72587,HADICE 19763,F
GOKTUG 1117,OZASLAN 6834,HASAN 575189,NEBIHA 1718,M
JANE 123,ASLANBOGA 602,SERTAC 5298,HADICE 19763,F
VELIT 818,ESIN 5842,FEVZI 39500,GULDESTE 1362,M
GULNIHAL 1695,CEVIRGEN 1227,OKAN 26164,CAMIA 128,F
NURDEN 391,ATAG 897,EBUBEKIR 7967,EMIRE 4409,F
GULENDEN 256,BALAK 789,ADEM 147768,BILGEHAN 1234,F
BERGUZAR 896,TOKLUCU 1079,MALIK 3295,GARIBAN 109,F
GULDIYAR 124,DAMA 604,ALP 5827,SELIME 23508,F
MUSLIMET 159,IZMIRLIOGLU 662,SANI 1325,RABIA 64530,F
ZEYNET 297,TERIM 824,MUKERREM 1992,MEHDIYE 1765,F
ILKKAN 113,AKKILIC 1906,SIDKI 1192,NILCAN 235,M
BERNA 18698,AKTEMUR 1556,DINCER 6227,MIRAL 182,F
HAMZE 237,SULU 2923,BILAL 66640,HEDIBE 450,M
GALIBE 281,KOCTURK 814,ASAF 1540,FEZILE 1565,F
CAYIDE 116,YONAT 588,NASUH 3170,JALE 10290,F
HATUK 125,OZSEKER 606,ZEKAI 6446,NAZAN 26194,F
EYHAN 131,HOCA 620,HULUSI 11927,HAMIDE 62982,F
DORUKHAN 153,ONEM 2277,ABDULHAKIM 4311,NESMIYE 306,M
SECKIN 1914,KONDU 1250,CEM 38124,LUSIN 131,F
SEHRI 335,GENCAY 3563,ALKAN 2300,CIVAN 627,M
HUSNUYE 2786,NAMAL 1310,DAGISTAN 1168,NESIRE 141,F
DENIZHAN 581,CURA 4968,UZEYIR 12338,KARANFIL 1041,M
GURBET 259,KAMAN 3072,EDNAN 1178,ILHAME 492,M
ULKEM 135,BUDAKOGLU 625,SEFA 15846,NURCAN 89383,F
YEKTA 426,ALBAN 917,NAZIF 12098,KADIN 6167,F
CAGATAY 5507,DAGDELEN 14179,NURTEKIN 447,SEVDIYE 6953,M
CEVAHIRE 113,ABAZ 580,EFENDI 2491,SAFIYE 68271,F
ISMET 11568,KONAKCI 1500,IKRAM 4144,YAYLAGUL 173,F
BERAY 228,AZBOY 755,SEYFETTIN 24033,KADIME 955,F
KIYMET 41310,SENDUR 1647,OLCAY 11721,NESIYE 194,F
MIHRIBAN 9902,AKASLAN 1475,SAYIM 3630,NURHAK 169,F
RUHI 8025,SAGIR 16856,ZAHID 506,FERIHA 9761,M
FERSENDE 139,TULUM 2153,BATUHAN 3013,SUAL 282,M
FILIZ 204,CANAK 2708,SATILMIS 23411,LEMA 393,M
ZUMEYRAN 514,KOLTUK 961,ERSIN 44628,HALIDE 15213,F
KIZYETER 272,MAZAK 803,FEYAT 1330,SANEM 1470,F
GONUL 131,AVCIL 2080,GUNEY 2288,RABIS 269,M
MUBAREK 367,AYDAR 3769,HAN 2998,SAHINE 697,M
MUKAIL 634,TIRAS 5238,REFIK 17575,MELIHE 1128,M
FAIKA 2980,SENGIL 1321,SEYDO 1242,EFNAN 142,F
SEHRI 19281,ORUCU 1567,FESIH 6615,DIANA 183,F
FERAMIZ 178,GOZE 2486,YILDIRAY 9241,KEVKEP 344,M
GAFARI 188,MERTOGLU 2560,ARSLAN 13039,IMMAHAN 362,M
SAFAK 7392,YAYLA 16198,IKSAN 491,ATIKE 9188,M
FAHRUNNISA 370,CELEPCI 882,CIHANGIR 5702,MELDA 3688,F
MEHMET 1681871,YILMAZ 712773,UMUR 1133,FATMA 1228294,M
OSMAN 340203,OZDEMIR 331833,BEHLUL 1116,SEVIM 168466,M
TURKES 242,ABLAK 2952,SERDAR 78745,HACIHANIM 460,M
MENICA 166,SABUNCUOGLU 673,VEZIR 1668,ARAP 474,F
KAMLE 136,BELLIKLI 628,NIZAMETTIN 17957,HANIFE 155109,F
SATILMIS 106,TOKMAKCI 564,AYKAN 1328,BANU 19087,F
HUSEYIN 599088,CELIK 400983,ERBAY 1129,ZEYNEP 333308,M
MUNTAZ 245,TASKESEN 2980,HACI 87141,SENIHE 465,M
HEZAR 307,ERLER 833,SACIT 2404,ALTIN 2002,F
ZIHNIYE 674,YONCA 1014,ISIK 1412,MUFERRAH 100,F
EYMEN 124,CANGUR 604,KEMALETTIN 5984,VILDAN 23748,F
VAYSAL 238,OGUZHAN 2927,EKREM 68078,BILOR 452,M
MUNEVVERE 731,GOKLER 1033,REMEZAN 1859,RAZIYA 103,F
FEYZANUR 104,SIVIL 559,GULHAN 1209,FIRDES 15958,F
OSMAN 340206,OZDEMIR 331836,BEHLUL 1119,SEVIM 168469,M
HAYDER 278,AYTAN 3219,HULISI 1380,SAHNUR 535,M
HICABI 2105,DEMIRKAYA 9125,NEHIR 319,VICDAN 2869,M
EMZADE 204,BINEN 726,ABDULVAHAP 7884,TUKEZ 743,F
BAHISE 436,YON 924,KADRI 14831,REFIYE 7107,F
CICEGI 120,ITIK 596,DEMIR 4245,CAHIDE 15654,F
EFRUMIYE 109,BURUNSUZ 572,TAYYIP 1712,SEVINC 34318,F
VAHIBE 733,KOCAASLAN 1034,NAZIR 1877,NACIFE 103,F
TOSUN 576,KABLAN 4953,NAZIF 12098,ORUC 1036,M
HUMMET 1010,HANCER 6543,IHSAN 86392,UMUT 1600,M
AZIM 1319,YAPRAK 7433,ZEYNULLAH 271,DURUYE 2020,M
SENEL 6043,MERAL 14803,TARHAN 461,AYCA 7639,M
GULABI 808,YURTTAS 5816,FUAT 37922,NEZIYE 1346,M
GIYASEDDIN 254,DOGRUER 3026,MEHMET 1681870,NAZENTE 483,M
METIN 154718,KORKMAZ 144096,NIMETULLAH 1074,ZELIHA 131370,M
MAKSUT 4196,GOKALP 12470,HAYRITTIN 410,SATU 5382,M
DOGUS 1094,GOKGOZ 6771,SULEYMAN 214209,SELFINAZ 1680,M
FAHIME 230,ALTUNTEPE 757,RASIM 25936,HACILE 978,F
AYSEMA 432,BASKUT 921,SEMSETTIN 13821,SARA 6809,F
ATIFET 619,GONULALAN 997,SERMET 1242,NESE 40599,F
HALIMA 132,HUNDUR 621,MURSEL 12514,NURAN 67127,F
ALEV 338,GONCU 3603,ABDULBARI 2447,BEDIYE 640,M
BARIKA 568,URGAN 981,CENGIZ 91184,GULCIN 23964,F
FERUH 144,DEMIRLI 2198,BEHZAT 3383,LEYLIFER 291,M
CEYDA 8014,CUR 1455,KIVANC 3048,SAHDIYE 165,F
NECIBA 156,GUMUSCU 658,GURDAL 1191,LUTFIYE 44611,F
GULIS 126,AVCUOGLU 608,ASKIN 7074,YESIM 29455,F
PIRI 192,YANGIN 2599,MERT 15366,AZER 370,M
DONAY 976,MEN 1100,FEYYAZ 4100,SEHRAZAT 112,F
ONUR 843,BOYALI 1064,TELAT 2896,ANJEL 107,F
NURUS 186,SIGIRTMAC 699,TEOMAN 3363,VEDIHA 596,F
SELAHI 314,ARACI 3461,MIRAC 2033,VECIHA 604,M
SEVDIYE 6953,TOHUMCU 1438,MUSLIM 2825,FERZANE 162,F
DOGANCAN 188,TUREL 2561,SEFIK 13081,FAZILA 362,M
ATALAY 4066,GURKAN 12297,EFRAYIM 408,UMMUHANI 5285,M
NAIM 13178,ERGUL 22646,BIRHAN 587,CEYLAN 15571,M
YILDIZHAN 103,TAYDAS 555,HALIL 288916,ILKAY 13337,F
EFE 3058,BEYAZ 10911,CEMAIL 373,SEZER 4000,M
TAN 750,OZATA 5615,ZEKERIYA 29848,KADIRE 1267,M
PERVANE 130,BABAN 616,BEYTULLAH 10221,KEZBAN 46275,F
SUNKAR 375,KITAY 887,NAFIZ 6207,GUNNUR 3856,F
RECAI 11397,TETIK 21021,EGE 564,SENNUR 13733,M
FETAHNA 126,TUGYAN 609,FURKAN 7157,SABIHA 29789,F
SALIH 156871,CAKIR 145578,UYSAL 1069,SONGUL 132667,M
REHSAN 234,KAYTAZ 763,CEVDET 31675,KADEM 1024,F
FERICAN 141,GOKASLAN 636,SERHAT 32017,ATIYE 14942,F
RECEP 164179,ACAR 149572,NAYIF 1087,HAVVA 145857,M
MEDIHE 375,GEYLANI 887,BEDRETTIN 6211,GULENDAM 3862,F
ZEYTIN 886,AYDILEK 1071,FEDAI 3183,TAMAME 109,F
DASTAN 230,CICEKLI 2864,SADIK 51749,BAHISE 436,M
ABDULFETTAH 354,YEGEN 3709,OZTURK 2846,LEMIYE 675,M
GAFUR 1141,ISLEK 6933,TONGUC 255,IFAKET 1750,M
SAHZADE 967,SAKACI 1097,MUMTAZ 3967,DURDUHAN 111,F
OZDEM 273,KIYMAZ 3191,ABDULSEMET 1340,HANSI 519,M
FERIK 265,ONBAS 797,GULHAN 1209,ZILFI 1361,F
BAGDA 124,KALBURCU 605,ZULKUF 6146,NURDAN 24465,F
FETHIYE 19048,DICLE 1564,VAHAP 6473,SEHREBAN 183,F
OZGECAN 316,CAMKIRAN 840,VASFI 2803,CAVIDAN 2169,F
KUNTAY 177,ON 2479,MENDERES 8981,ZENNUBE 343,M
FILIZ 127335,KUTLUK 1729,SEYIT 24865,AYNILHAYAT 205,F
AZNIF 150,IGREK 651,MESUT 87974,GULIZAR 28666,F
H. 375,ILGUN 3831,BERKAN 3190,ESMAHAN 704,M
MURSIDIYE 154,EMIRAL 656,ERDIN 1139,SABRIYE 38474,F
AYLAR 117,KILIMCI 590,HASIP 3345,SERVET 10998,F
ISMAIL 417623,AYDIN 358848,OCAL 1115,HULYA 171125,M
AKDOGAN 102,KARATOPRAK 1777,FUAT 37922,FERMAN 214,M
REFIKA 12988,DINCSOY 1505,DEDE 4307,MUNA 174,F
ANUDE 119,TOKOGLU 595,MUMTAZ 3967,SEYMA 14034,F
GUVERCIN 1289,CANIKLI 1170,ATILA 10355,AHIZAR 120,F
DIRENC 124,AYDAS 2000,AYCAN 1690,RISALET 256,M
KADER 23147,SEYFI 1581,BAHTIYAR 7438,SUEYLA 186,F
MEFHARET 700,ALAKAS 1023,TANSU 1608,HABBA 101,F
NEJMIYE 935,ANSIN 1086,SAYIM 3630,FERAYE 110,F
NARI 263,BUYUKKESKIN 795,RECAYI 1176,NAZLIYE 1329,F
ILHAM 881,OFLAZ 6146,SADIK 51749,BADEGUL 1445,M
HUCCET 114,ERGAN 1919,BEDI 1243,SEBA 238,M
GULCUN 865,OZCELEBI 1070,MELIK 3026,GULAYET 108,F
HASIME 1383,BECERIK 1183,ARSLAN 13039,NURBAHAR 123,F
HADDUC 144,KURDAS 642,HAYDAR 46121,DIDEM 18424,F
FERDANE 8184,YURUR 1457,MAZHAR 3114,GULZEMIN 165,F
AZIMET 139,YENIER 634,BAHATTIN 26336,REFIKA 12988,F
GULLIZAR 2866,UCLER 1314,HAMDIN 1186,CAVRES 141,F
NAZHANIM 496,URPER 954,ERDEM 33471,ELVAN 13021,F
GULSEVER 991,CULHAOGLU 1102,DEVRIM 4211,HIZNI 112,F
SALISE 1473,PEHLIVANLI 1196,SEFA 15846,GAYDE 124,F
SERFE 287,SINAR 818,VEZIR 1668,DURSIYE 1621,F
GARIP 4268,COSAR 12679,EFLATUN 419,MUHTEREM 5568,M
AGABEY 408,ALAY 4083,BUGRA 4116,NISAN 769,M
MERYEMANA 746,CANYURT 1037,MERIC 2034,ESMAGUL 103,F
DOYDUK 199,PIRE 719,YUNIS 6023,MEFHARET 700,F
HICRI 522,EVCI 4717,TACETTIN 9009,MESUDIYE 955,M
SUZI 116,OZEKEN 586,HAN 2998,YASEMIN 148887,F
ZERIN 1581,TUTUMLU 1210,HAYATI 19493,DARCIN 126,F
CACAN 181,AYDINER 2516,FEYZI 10686,NESIHA 352,M
NEVREZ 176,YOGURTCU 2471,RAIF 8678,KABIRE 341,M
TEKLIFE 169,DORAK 676,CAGLAYAN 1843,IHSANE 490,F
REZAN 2016,KULAHLI 1259,BURAK 46882,SEZGUL 133,F
YASA 385,OZGAN 3923,OZDEN 3366,LUTFUYE 719,M
ELAATTIN 257,KIRTAY 3062,HUDAI 1164,EMRAH 490,M
MERIC 2034,BALLI 9062,SULHADDIN 316,MAHIRE 2801,M
DURANIYE 123,NAM 603,SEYHAN 5500,HIKMET 20450,F
FATIH 180109,KURT 161865,ASIL 1101,YASEMIN 148895,M
AMINA 177,CUKURLU 688,OGUN 2602,EDEVIYE 543,F
BETIGUL 129,SARGUT 616,OKKES 9833,RAZIYE 45362,F
ARDA 4949,CALIS 13556,SABIH 436,UMIT 6411,M
RUMIYE 169,SUCI 677,SAHAP 1870,NEVIDE 491,F
RENAN 203,GOREGEN 725,KAMURAN 7255,SONMEZ 730,F
BESRA 6239,HANOGLU 1424,BERKAY 2541,HERGUL 160,F
GULLER 5464,OZEKINCI 1406,BOZAN 2251,IGDE 157,F
ZUFRE 131,SONSUZ 619,TALAT 11028,HEDIYE 55384,F
AYDAGUL 368,PALUT 882,ERSOY 5624,ISIK 3617,F
HICAZ 154,AVKIRAN 656,ABDULVAHIT 1145,GAMZE 39666,F
ISMAYIL 875,KIRIS 6111,SAMI 51162,IRFAN 1443,M
SEN 664,HANCERLI 1010,TEMUR 1380,MEDINE 59686,F
MEHRIBAN 3607,KIREZ 1351,TURABI 1433,BESBINAZ 146,F
KEZZIBAN 1173,KIRMIZITAS 1150,RUSTU 7472,REFAH 118,F
ASALET 103,BOYACIOGLU 1794,ERSIN 44628,KAZIBAN 216,M
BINEFS 731,EFIL 1033,SAHAP 1870,NECUDE 103,F
ZIBA 260,DEMIRBAY 792,IBRAHIM 500358,HANIMSAH 1269,F
NAGEHAN 3644,HERGUL 1351,SAKIP 1437,SAYGI 147,F
ACER 144,LAYIK 643,FIKRET 49488,GULNAZ 19030,F
NECILE 336,YONEL 859,RAMIZ 3447,ZAKIRE 2603,F
ADLE 4275,YORUR 1375,VAHDET 1763,RUHSAT 152,F
KAGAN 2875,AKKOC 10527,DURHAN 358,ILHAN 3717,M
ZERGE 473,DEGERMENCI 943,SEYIT 24865,SEDEF 10136,F
SEFAI 323,ODUNCU 3513,SIDIK 2177,CEMANUR 615,M
HUBRI 163,OKSUM 668,EDIZ 1458,SUKRAN 96744,F
HASKIZ 611,SANCAKTUTAN 995,GURDAL 1191,NUR 35213,F
MELAHAT 52431,KURTAR 1673,BASRI 14563,SALHA 198,F
BAHAR 45253,BALKIR 1657,SEFIK 13081,ANISE 195,F
KADIR 138259,YAVUZ 139543,NEBIL 1067,CEMILE 123474,M
SOSI 159,KILIM 662,UBEYDULLAH 1313,FERIDE 62987,F
NUHI 226,ALIS 2843,REMZI 47503,FIRYAZ 432,M
CUDI 299,AYNA 3361,ERDEN 1676,GULUS 573,M
SULEYMAN 214212,ASLAN 208158,LEZGIN 1105,AYSEL 154641,M
SEREFNUR 683,DADUK 1016,SEMSI 1466,CISE 100,F
RAIKA 118,BULUCU 590,HAKIM 3370,ISMET 11568,F
GULDEM 1082,MENDI 1122,MUJDAT 5577,MEYRI 115,F
BULENT 148,OCEK 649,CELAL 74802,BEYHAN 26001,F
TEYBE 154,NAIR 656,ALI 1026732,KUBRA 37794,F
SELMA 116996,UMUR 1727,BAHRI 24276,HEMSILE 205,F
LALEZAR 205,AKSAM 727,BORA 8193,MAVI 751,F
GULU 1002,SAYLI 1104,ZULFU 4287,SINI 113,F
KEZIK 467,KULAHCI 942,ERTUGRUL 22296,ECE 9588,F
HALIL 288917,ARSLAN 295083,TUNCEL 1110,OZLEM 165683,M
GUNIZ 321,AYTIS 846,ARMAGAN 2994,GANIMET 2312,F
HUNKAR 934,DALCI 1086,OZHAN 3611,GULFERIZ 110,F
SUMRAN 181,OZYOLCU 693,ALATTIN 2909,FASLA 562,F
MERYEM 218986,CIKRIKCI 1739,KERIM 28052,MIHRAP 208,F
MUKERREME 370,DOYURAN 882,ERDI 5690,AHU 3684,F
BELGUZAR 4223,YAS 1372,AYCAN 1690,KEZIBA 151,F
NILGUN 43199,CIGER 1649,NAZIF 12098,ELMIRA 194,F
UYSAL 225,BAKIRLI 750,VEYSI 18350,ZENURE 915,F
ESHABIL 445,KOPARAN 4290,FERUDUN 5389,AYSELI 831,M
NAZELI 130,SIRDAS 617,ATILA 10355,NIMET 46739,F
RABIYE 20766,ULUKAN 1573,ASKIN 7074,REZIYE 185,F
TUZUN 131,SIGINC 619,KAAN 11190,GUL 55480,F
ILBEYI 288,AKBUDAK 3285,INANC 1471,MAMURE 554,M
RUSTI 135,KARAMANLI 2115,MUFIT 2636,UMUHAN 275,M
FEYME 197,OZUGUR 716,CAGATAY 5507,HURREM 686,F
BEGIHAN 207,UTUS 731,NEZIR 9073,BIRDANE 772,F
ZIKRIYE 1075,KARASIN 1121,BINALI 5445,SELDEN 115,F
MUKATTES 190,OZTOK 705,MUMTAZ 3967,TERFE 620,F
BISAR 1676,GURCAN 8492,SEYMEN 300,BENGU 2485,M
HADIN 254,IRI 3025,ALI 1026732,BENAL 482,M
EMIRAYSE 269,SANDIK 800,ZIYATTIN 1258,NISA 1411,F
BARAN 935,USTUNKAYA 1087,HANEFI 3634,ERMAN 110,F
DOGA 261,SELLI 794,NAKI 1154,GULE 1303,F
KUTLU 216,GER 741,ARSLAN 13039,NEVCIHAN 836,F
ASILE 265,ENER 797,MIRZE 1213,BERRAK 1367,F
ERTURUL 358,OZOGUL 3717,NESAT 2883,NEZAFET 681,M
NUSRAT 637,SOYTURK 5254,NAIL 17689,CISEM 1133,M
ACAR 405,KIRICI 4067,CEYHAN 4089,SAMIRE 768,M
KUTLUHAN 354,CATALKAYA 3706,DERYA 2842,BERATIYE 674,M
SAHENDER 315,PERISAN 839,BESTAMI 2748,EVREN 2119,F
SEVKAT 186,SIPER 699,ARAP 3362,DERMAN 595,F
SENA 918,TOPCUOGLU 6250,HARUN 61271,ZARIF 1510,M
CANFES 115,ZINCIRKIRAN 585,BIRKAN 2911,AYTEN 116534,F
GULDEREN 7858,SATIROGLU 1454,MELIK 3026,CISIL 164,F
FODUL 126,AGBAL 608,MUHLIS 7108,MEVLUDE 29552,F
RATIBE 523,ALEMDAROGLU 965,SELCUK 51702,SIDDIKA 16576,F
MARI 634,OZGUMUS 1001,CUNEYIT 1275,LUTFIYE 44611,F
MERIYE 269,ARZUMAN 799,KUTAY 1252,FERUZE 1406,F
FERFUR 143,KAYATURK 640,ZIYA 40347,ADALET 17283,F
ALI 1026737,KAYA 490844,ALIOSMAN 1136,AYSE 969978,M
FERNAZ 102,BAGDAS 554,FATIH 180101,MUKADDER 12956,F
AVADIS 107,BAKIRHAN 1843,ABDURRAHMAN 69089,ZUMRE 224,M
CRISTINA 101,YOLTAY 553,ERCAN 89271,NAZIK 10924,F
KERZIBAN 2381,KODALAK 1285,SINAN 82140,SEBBOY 137,F
RICAI 117,KOS 1940,NURDOGAN 1335,DELILA 241,M
SENEL 9012,BEKER 1466,BARAN 3323,LEYLUFER 167,F
SEVGIL 661,KARABELA 1009,KASIF 1370,GUL 55480,F
NURLU 196,POZAN 715,ATA 5138,RUHSAR 678,F
AKGUL 142,CICEKCI 2173,NUSRETTIN 3270,EFIL 287,M
SOYLEMEZ 757,SARIDAS 1039,HICABI 2105,RENGIGUL 104,F
TAHIRE 1723,CELIKKIRAN 1229,KERIM 28052,PULLI 129,F
HEDO 229,CAPRAK 756,SEMIH 24813,ULFIYE 966,F
SABRIYE 38474,SAMSA 1645,KAAN 11190,NURSEV 193,F
GENCAGA 612,KIRBAS 5161,SEVKI 15877,VECIDE 1106,M
LEYLAN 483,KAYNARCA 948,SELAMI 28256,HICRAN 10904,F
KESER 1206,TABAKOGLU 1157,KURSAT 8357,NAKIFE 119,F
MERTKAN 209,BAHCE 2734,SEREF 27181,VERDE 401,M
MASUME 121,SARIKOSE 598,ELVAN 4456,SIDDIKA 16576,F
MUFIT 2636,KIVRAK 10125,OZTEKIN 349,ZEMZEM 3430,M
MUNTAHA 110,DOKMETAS 574,NAMI 1845,SUZAN 38561,F
TACIDE 195,YORDEM 713,NESIM 4909,FECIRE 670,F
RENGUL 248,DEMIRARSLAN 778,ISA 67351,HANEY 1159,F
SAHHAYDAR 151,TURHAL 2257,FEYYAZ 4100,TATIANA 302,M
ASLINUR 191,ALCAY 706,ABDULHALIM 4254,BAISE 636,F
SECIYE 121,NALCA 597,ORCUN 4274,GULHANIM 15993,F
AYET 249,UYMAZ 3010,MAHMUT 168177,GULVER 474,M
SABAH 1134,KURUCA 1141,KUBILAY 6815,TALI 117,F
CAKIR 2033,TAM 1264,FIKRET 49488,GULUSER 133,F
SUMERYA 605,TUMTURK 994,HASMET 1171,NURSEL 34234,F
HAYAT 6036,CESME 1420,EFENDI 2491,IFTARIYE 159,F
KURBANI 395,OZTUNC 4000,SATI 3767,MEFKURE 744,M
HUDAI 1164,OLCAY 7010,SEVAN 259,RAKIBE 1799,M
HAMISE 247,IMREK 778,CEMIL 65730,HALIM 1157,F
ALAIDDIN 684,SIPAHI 5466,SEMIH 24813,ASUDE 1206,M
CENANI 118,PACACI 1949,KASIF 1370,MENES 244,M
KIBARIYE 1569,SIS 1208,ILHAMI 19070,FODUL 126,F
ULKU 24430,CEBECIOGLU 1583,CEYHUN 7995,AHTER 186,F
LAMIH 232,KARACOBAN 2879,ERDOGAN 54102,HAYIRLI 439,M
AZIZE 35276,SOFU 1635,CELIL 10677,NURSEVIL 192,F
YELIZ 37232,ORUCOGLU 1640,KAYA 10883,HUDAYE 192,F
TEMEL 13184,BAGCI 22769,ABDULMELIK 587,ALEV 15613,M
DURSUNA 261,TANSEL 794,SENDOGAN 1151,URKUS 1300,F
BERRAK 1367,YURTDAS 1181,NAZIF 12098,HIFZIYE 122,F
GUNTAY 226,ZORBA 2849,VEDAT 48105,AYSEMA 432,M
MUCAHIDE 772,SALBAS 1043,AYDEMIR 2189,BILGENUR 104,F
MESME 106,BURUL 565,TEFIK 1346,NEZAKET 19766,F
MUSLU 604,HOCAOGLU 5108,ABDULKERIM 14698,FERHUNDE 1085,M
BERKER 784,GENCOGLU 5701,FAHRI 33757,HASBIYE 1311,M
NAHAT 115,ALKIN 1925,ZIYATTIN 1258,ZIVER 239,M
SAHSETTIN 114,KONAR 1914,MENSUR 1236,SIRINSAH 237,M
ERGEN 106,MAZI 1831,HARUN 61271,UTKU 222,M
CANFIDAN 128,KADAYIFCI 613,MENDERES 8981,NESE 40599,F
NILUFER 31933,AGTAS 1617,NEJDET 9736,MAFIRE 191,F
BEDIRIYE 974,KAYMAN 1099,GOKAY 4057,VECIBE 112,F
MUNURE 4731,SIDAR 1384,BULUT 1934,KERME 154,F
GUNSU 128,KOTIL 613,METE 8901,BETUL 39002,F
TELHA 104,PASA 1796,CAN 45075,INTIZAR 216,M
TUMEY 202,FINCAN 723,MEMDUH 6664,KELIME 714,F
NURCAN 89383,BALAMAN 1713,SEFER 20783,SUSEM 204,F
ZEKERRIYA 202,MAT 2676,FAIK 19698,NUTFIYE 386,M
PERIN 181,EDEN 693,HABIL 2915,VUSLAT 564,F
SUHEYL 487,AYATA 4478,SABIT 7209,DESTE 903,M
AZBIYE 313,DEMIRKIR 837,KORHAN 2685,SUNBUL 2100,F
NURDAGUL 2001,AKSAC 1255,ENVER 42727,GULDUNYA 132,F
SEVGINAZ 328,URGEN 854,ABDULLATIF 3247,YAPRAK 2453,F
SEVDET 1280,CINGIL 1169,BEYTULLAH 10221,CICEGI 120,F
UMMULU 207,KERSIN 729,CAGRI 8679,AYSANA 763,F
BATU 313,GERGIN 3459,ABDUSSELAM 2009,MEBRUKE 602,M
ERSIN 1567,ERBOGA 1207,AKIN 18920,GULIS 126,F
ALADIN 129,CANGIR 2057,SAID 2134,MEYLI 265,M
NURBAHAR 123,SUKUT 602,MUHTEREM 5027,BANU 19087,F
SAYIBE 361,SUKUR 876,HIZIR 4974,INAYET 3365,F
ZEHIYE 263,KESKINSOY 795,HASMET 1171,ZUHRIYE 1320,F
IRAZ 3793,KUCUKSAHIN 1357,AGIT 1513,BULENT 148,F
HASIP 3345,ERTEKIN 11364,NUSREDDIN 383,SEMIYE 4292,M
TAHSIM 102,ERDUGAN 1763,FAHRI 33757,DILVIN 212,M
ZULALE 282,GUNEBAKAN 814,SEDRETTIN 1543,KIBARIYE 1569,F
NASIT 615,TOKAT 5167,FETHI 16311,AYBEN 1111,M
ALIYE 39892,KATILMIS 1646,SITKI 11278,BEDIR 193,F
AYSUN 158,SONKAYA 2315,HIZIR 4974,MUKADER 312,M
MUCAHID 600,CILINGIR 5084,ETHEM 14348,DURDIYE 1078,M
NEZIYE 1346,GULEK 1177,CELALETTIN 11533,NEVSIYE 122,F
MAHMUT 168183,OZKAN 157212,EVRIM 1089,HACER 147174,M
SAHIN 503,OZMUTLU 958,CEM 38124,SENNUR 13733,F
FEYHAN 421,SERVI 916,CELALETTIN 11533,MURSIDE 6015,F
HUDAVER 205,RAY 728,OMUR 8198,KAZIME 751,F
UTKAN 338,NISANCI 3596,ABDULCELIL 2445,HAVAGUL 638,M
ESELI 189,BARULAY 704,KUTBETTIN 3898,GEVI 616,F
KUDDISI 127,KOLUKISA 2040,GENCAY 1954,DURSUNA 261,M
HASNA 277,SULEK 810,GUNES 1436,IRMAK 1524,F
GULTAZE 1223,ICIN 1160,ABDULBAKI 8932,GULIFER 119,F
SONAT 282,KANTARCI 3238,AKAN 1397,MESTURE 539,M
ERTAS 557,DUR 4869,SELMAN 10964,SAHIZE 1012,M
CANDAN 811,YERLI 5827,SENOL 38773,UMMUS 1356,M
HABIBE 45867,SAKAL 1661,MELIH 13195,NURLU 196,F
NEVA 114,KASKAYA 581,DOGUKAN 2526,TULAY 70781,F
MERIYEM 197,ERTOK 715,TAYLAN 5370,HIKMIYE 683,F
CUMAZIYE 658,SURMEN 1009,SIHO 1363,BURCU 54583,F
KARACA 442,TOKDEMIR 4274,FADIL 5260,DILSA 826,M
TAKI 389,ELBIR 3940,MIKDAT 3508,SONMEZ 730,M
FITNAT 2537,DISKAYA 1296,RECEP 164173,NURZADE 139,F
AFFAN 232,HAKAN 2892,ONUR 56131,LULUFER 442,M
NECLAN 202,TASKALE 724,ISLAM 6864,HANIMZER 718,F
GULEBATIN 112,SOLAR 578,ABDULMUTTALIP 2254,ARIFE 55260,F
TALAT 11028,OCAL 20692,GENCO 560,MENSURE 13490,M
METIYE 365,INSEL 879,ERCUMENT 5317,ASIYA 3505,F
FETI 2934,DEMIRAY 10717,BABUR 363,SENIYE 3777,M
